crop_name,area,soil_type,season,irrigation_type,rainfall,temperature,humidity,yield_tons
chili,8.26,clay,zaid,flood,1074.9,29.2,50.5,18.89
brinjal,3.83,sandy,kharif,drip,1125.4,22.0,76.9,12.97
tomato,0.82,loamy,rabi,drip,587.7,32.2,77.6,6.05
chili,2.16,sandy,rabi,sprinkler,1063.9,24.5,73.9,5.39
brinjal,5.51,clay,kharif,flood,592.6,22.4,63.5,15.88
onion,6.56,sandy,zaid,sprinkler,865.8,28.3,89.5,26.13
brinjal,2.55,black,rabi,sprinkler,375.4,27.2,70.6,13.52
tomato,5.51,loamy,zaid,rainfed,334.4,29.2,83.1,19.45
tomato,2.06,clay,zaid,sprinkler,411.1,34.7,65.7,8.44
onion,6.29,clay,zaid,sprinkler,879.2,21.3,85.7,23.94
onion,4.21,black,zaid,rainfed,1077.2,33.9,62.1,17.51
cabbage,2.83,loamy,zaid,drip,819.3,24.1,83.0,10.5
cauliflower,3.57,clay,kharif,drip,880.4,32.8,74.4,16.67
chili,5.79,sandy,rabi,drip,895.4,28.9,79.5,15.34
cauliflower,3.11,loamy,kharif,flood,371.7,26.4,72.2,11.02
cabbage,3.66,loamy,zaid,rainfed,979.4,29.7,75.5,13.15
potato,6.08,black,rabi,drip,527.0,23.1,63.6,46.04
rice,4.05,loamy,kharif,drip,806.5,20.7,51.6,20.73
tomato,5.81,loamy,zaid,sprinkler,778.9,26.0,56.5,28.92
tomato,1.3,clay,rabi,drip,347.0,23.8,53.0,5.85
tomato,6.76,clay,rabi,flood,545.3,33.1,69.4,30.72
chili,9.97,clay,rabi,sprinkler,683.0,25.2,78.4,24.01
chili,4.22,loamy,rabi,drip,819.4,30.5,75.4,16.62
brinjal,2.94,loamy,rabi,sprinkler,710.5,20.5,65.9,14.65
wheat,8.28,clay,rabi,rainfed,792.4,20.6,62.6,23.02
tomato,2.67,loamy,rabi,rainfed,498.1,23.0,86.9,13.73
brinjal,3.12,sandy,rabi,sprinkler,1137.3,25.5,84.3,11.5
rice,4.01,sandy,rabi,flood,966.7,31.8,80.5,18.37
chili,4.96,loamy,zaid,sprinkler,597.7,31.3,63.2,10.93
cabbage,4.1,loamy,zaid,drip,331.2,21.5,74.1,20.06
rice,8.24,loamy,kharif,flood,767.7,31.6,70.9,37.28
cauliflower,3.83,clay,zaid,sprinkler,1137.5,32.0,67.3,14.57
cauliflower,5.63,clay,kharif,rainfed,714.9,24.9,69.0,17.4
potato,2.88,sandy,zaid,rainfed,658.0,26.4,85.2,13.72
cabbage,6.06,loamy,zaid,sprinkler,920.3,34.1,60.0,25.78
cauliflower,6.07,clay,rabi,sprinkler,1016.3,27.1,81.7,23.67
brinjal,6.16,black,rabi,sprinkler,328.2,22.6,75.3,25.87
chili,5.67,loamy,kharif,sprinkler,789.1,27.5,55.4,15.92
rice,4.32,loamy,kharif,rainfed,1118.1,29.6,80.8,18.92
potato,5.58,loamy,rabi,drip,613.7,22.0,60.6,43.19
brinjal,6.41,black,rabi,flood,841.2,28.2,73.6,34.41
potato,2.09,loamy,kharif,flood,463.1,30.1,68.4,16.2
rice,8.23,loamy,kharif,drip,1113.6,20.2,87.4,55.79
cabbage,1.95,sandy,rabi,rainfed,755.0,26.2,85.1,4.63
brinjal,4.34,black,rabi,flood,445.8,30.5,87.1,15.83
cabbage,8.06,loamy,rabi,drip,303.4,29.5,73.9,36.11
potato,8.0,sandy,rabi,rainfed,871.1,28.0,65.7,35.89
wheat,5.26,clay,zaid,flood,768.7,26.7,60.2,13.43
potato,1.03,sandy,zaid,rainfed,1017.8,22.3,75.0,4.2
rice,8.49,black,rabi,drip,762.1,22.1,59.5,49.66
rice,8.41,loamy,rabi,drip,661.7,30.8,85.1,45.17
potato,9.9,clay,rabi,flood,536.3,23.8,80.9,54.79
brinjal,7.97,black,kharif,rainfed,809.9,34.4,62.7,23.96
brinjal,2.64,loamy,zaid,flood,368.9,32.2,89.1,9.7
tomato,4.47,sandy,rabi,rainfed,1148.6,30.8,53.5,20.24
wheat,8.29,loamy,rabi,rainfed,663.7,23.3,70.5,27.43
onion,9.51,loamy,kharif,rainfed,1112.0,33.1,82.1,44.58
wheat,2.96,loamy,kharif,flood,606.6,21.0,57.2,10.76
onion,4.27,black,rabi,drip,541.8,25.2,78.5,23.43
wheat,8.15,black,kharif,flood,632.9,29.7,79.0,24.01
cabbage,4.57,black,rabi,drip,464.1,34.1,80.2,17.76
cabbage,4.08,black,zaid,flood,1115.8,28.0,55.5,15.22
rice,4.88,clay,rabi,sprinkler,906.6,28.1,83.7,28.08
wheat,6.69,black,kharif,drip,1070.7,21.7,63.9,33.14
tomato,5.38,clay,kharif,sprinkler,827.3,22.7,79.4,25.05
cauliflower,7.24,sandy,kharif,sprinkler,345.0,21.0,82.1,23.46
rice,4.71,black,rabi,rainfed,869.4,32.9,53.2,21.63
potato,1.04,clay,zaid,sprinkler,326.5,22.7,89.5,5.76
cauliflower,8.85,clay,zaid,rainfed,1031.5,30.0,63.6,21.2
rice,7.41,sandy,zaid,drip,640.2,20.1,50.4,29.01
brinjal,2.21,sandy,zaid,sprinkler,1057.4,20.2,62.5,6.33
tomato,5.33,loamy,kharif,flood,441.6,30.1,80.2,23.5
potato,8.42,clay,rabi,sprinkler,307.3,23.2,74.6,48.89
chili,8.52,loamy,zaid,drip,689.2,32.4,82.9,20.44
chili,3.33,loamy,zaid,sprinkler,566.7,30.9,59.2,6.7
cabbage,1.16,clay,zaid,sprinkler,1174.9,20.2,74.1,4.68
onion,8.03,loamy,rabi,rainfed,1098.8,24.2,67.5,34.33
chili,6.8,sandy,kharif,flood,607.5,30.3,50.8,13.43
wheat,7.3,clay,kharif,drip,949.4,24.2,83.4,25.46
rice,2.47,black,rabi,drip,1126.4,32.2,89.2,17.32
chili,1.57,clay,kharif,sprinkler,562.1,29.2,82.2,4.19
cauliflower,2.27,sandy,kharif,sprinkler,389.8,25.4,70.1,6.02
rice,6.65,loamy,rabi,rainfed,717.8,27.4,67.1,37.62
rice,7.49,black,kharif,flood,801.2,33.9,65.1,35.55
cauliflower,3.24,clay,rabi,drip,444.3,28.2,71.3,11.27
tomato,2.81,loamy,kharif,flood,878.1,24.1,58.7,14.4
cauliflower,1.21,black,zaid,sprinkler,714.6,33.4,53.8,5.15
chili,9.37,clay,zaid,sprinkler,626.8,32.7,66.7,20.54
chili,0.82,clay,zaid,drip,833.8,22.8,63.8,1.97
onion,1.88,black,zaid,drip,330.1,27.1,88.2,7.15
potato,6.56,sandy,rabi,sprinkler,880.7,32.4,54.3,37.49
rice,8.41,clay,kharif,sprinkler,365.0,30.4,71.4,37.05
tomato,5.21,clay,rabi,rainfed,1042.3,26.0,54.1,19.34
cabbage,2.0,clay,rabi,sprinkler,527.0,22.3,88.1,6.99
potato,1.96,loamy,zaid,drip,679.0,21.0,70.4,14.49
brinjal,4.74,black,kharif,sprinkler,502.2,30.9,78.3,17.32
rice,2.28,clay,rabi,rainfed,1118.5,27.8,81.5,8.65
cauliflower,8.36,loamy,kharif,drip,320.3,23.7,56.1,39.45
brinjal,9.73,loamy,zaid,flood,1065.2,30.6,61.6,36.33
brinjal,1.18,sandy,kharif,sprinkler,650.7,31.1,65.5,3.96
cabbage,4.16,loamy,zaid,rainfed,442.4,30.4,54.2,13.16
cauliflower,9.4,clay,zaid,drip,316.7,26.6,50.9,31.59
tomato,1.76,black,rabi,sprinkler,638.7,30.1,81.3,10.6
cauliflower,3.23,loamy,kharif,drip,445.7,23.7,59.0,14.02
rice,9.34,black,zaid,sprinkler,543.4,26.0,84.8,42.5
brinjal,1.03,clay,kharif,sprinkler,670.8,28.7,65.7,4.43
cabbage,6.67,loamy,zaid,drip,681.8,26.4,55.6,30.6
cauliflower,5.33,black,rabi,flood,321.6,24.7,82.8,19.07
onion,4.14,black,rabi,flood,1052.0,34.5,67.5,19.05
onion,5.74,clay,kharif,sprinkler,507.8,31.2,71.3,27.5
tomato,7.3,sandy,kharif,rainfed,1020.0,25.2,56.9,22.47
tomato,5.77,clay,rabi,rainfed,469.2,32.9,60.3,20.26
onion,7.47,loamy,rabi,drip,366.2,29.4,81.7,33.71
onion,1.81,black,kharif,rainfed,1169.6,32.3,58.2,6.15
wheat,8.5,black,zaid,flood,582.2,32.6,67.1,29.11
rice,6.56,loamy,zaid,flood,308.4,20.5,84.1,29.16
cabbage,0.84,clay,zaid,flood,1139.5,25.2,54.3,2.96
potato,2.85,black,rabi,rainfed,371.7,21.0,75.6,17.25
cauliflower,7.46,loamy,zaid,drip,619.9,32.3,51.8,32.83
cauliflower,3.72,sandy,rabi,drip,458.1,26.3,81.8,13.13
brinjal,4.29,clay,zaid,rainfed,853.9,25.5,65.7,14.67
chili,6.76,black,rabi,rainfed,882.4,20.5,50.0,11.38
wheat,3.01,loamy,rabi,rainfed,762.6,28.6,87.0,9.89
potato,7.87,black,kharif,sprinkler,1174.3,27.0,62.2,59.88
potato,6.14,sandy,zaid,sprinkler,314.2,23.9,76.5,24.67
rice,0.71,sandy,zaid,rainfed,751.5,24.1,75.9,2.5
rice,9.95,clay,rabi,rainfed,1182.0,33.2,73.0,40.59
tomato,2.87,black,rabi,rainfed,946.9,29.1,86.7,11.31
tomato,7.43,black,zaid,drip,1029.9,32.9,89.7,40.23
rice,8.56,sandy,kharif,drip,630.9,28.9,70.2,44.21
cabbage,5.95,clay,kharif,rainfed,1076.7,27.2,53.1,19.17
cauliflower,3.98,clay,kharif,drip,803.6,30.0,89.1,16.69
rice,0.83,clay,kharif,rainfed,559.3,31.5,58.2,3.13
cabbage,2.99,black,rabi,sprinkler,746.7,26.3,81.1,14.84
tomato,3.97,black,rabi,sprinkler,1142.5,20.8,76.9,29.93
wheat,3.31,sandy,zaid,rainfed,945.3,21.3,82.5,7.95
wheat,5.95,black,kharif,sprinkler,498.2,32.9,79.7,19.73
potato,9.21,black,kharif,sprinkler,652.3,32.7,50.0,49.95
wheat,1.71,black,zaid,drip,978.8,27.1,56.0,6.31
tomato,4.62,black,zaid,flood,550.0,33.0,74.2,23.41
potato,7.03,black,rabi,flood,998.8,24.7,72.7,60.73
onion,1.53,sandy,zaid,flood,725.5,30.2,85.0,5.46
tomato,0.62,black,kharif,rainfed,895.2,24.3,60.1,2.68
cabbage,5.91,clay,rabi,sprinkler,1135.3,28.0,64.1,30.04
brinjal,7.37,black,zaid,sprinkler,1021.4,31.9,89.1,34.34
cabbage,5.17,clay,rabi,rainfed,808.9,30.7,54.4,17.32
rice,9.77,clay,zaid,sprinkler,1161.3,20.9,67.7,42.62
potato,9.53,clay,kharif,sprinkler,870.8,25.3,74.1,59.03
cauliflower,5.8,loamy,zaid,sprinkler,592.3,24.4,51.3,24.42
chili,4.98,sandy,rabi,drip,1036.9,21.9,84.3,14.38
onion,2.56,loamy,kharif,drip,636.3,25.0,57.0,14.22
potato,9.42,sandy,rabi,drip,631.7,20.8,80.5,61.56
tomato,0.81,black,rabi,flood,862.1,26.3,72.4,4.76
brinjal,0.83,sandy,zaid,sprinkler,932.1,24.2,73.2,2.69
chili,8.84,loamy,kharif,flood,1105.6,29.9,63.8,28.36
tomato,1.45,black,rabi,drip,1129.8,22.1,59.0,10.42
brinjal,2.71,sandy,zaid,sprinkler,300.8,31.4,89.4,8.92
wheat,4.39,sandy,kharif,flood,772.4,27.2,67.9,14.4
onion,2.95,sandy,kharif,drip,334.0,28.7,59.2,9.92
cabbage,5.28,black,kharif,rainfed,1104.6,34.0,82.3,18.58
wheat,5.47,clay,zaid,flood,869.7,28.7,60.4,19.27
chili,5.22,black,zaid,rainfed,328.9,29.2,78.6,9.17
potato,2.6,clay,kharif,rainfed,445.3,25.6,83.9,13.31
tomato,7.35,sandy,rabi,flood,517.1,22.5,88.9,31.15
cauliflower,5.08,loamy,rabi,sprinkler,607.0,28.1,77.0,23.96
tomato,7.19,loamy,zaid,sprinkler,742.9,21.4,56.9,33.69
cabbage,0.6,sandy,kharif,rainfed,1191.3,30.2,75.7,1.43
brinjal,6.21,clay,rabi,rainfed,913.6,34.9,59.3,20.88
wheat,8.36,loamy,kharif,sprinkler,910.8,21.0,62.3,30.22
brinjal,4.02,sandy,kharif,rainfed,364.0,33.4,85.5,11.09
wheat,2.19,black,kharif,sprinkler,729.7,27.4,69.6,8.88
cabbage,1.75,black,zaid,drip,709.8,32.2,83.1,7.09
cabbage,4.48,sandy,zaid,drip,610.1,27.5,68.3,16.76
potato,2.8,loamy,kharif,drip,465.9,21.0,80.5,19.61
brinjal,4.4,clay,rabi,flood,784.7,23.8,85.6,15.46
potato,0.63,sandy,zaid,rainfed,680.6,22.8,50.9,2.41
onion,7.56,black,kharif,flood,1187.2,30.0,59.8,38.87
potato,4.56,black,zaid,sprinkler,1165.8,30.8,75.8,35.9
rice,3.65,black,zaid,drip,406.8,28.6,86.3,20.47
cabbage,5.65,loamy,kharif,rainfed,382.1,30.2,79.0,21.46
brinjal,4.99,clay,kharif,drip,904.9,29.1,66.6,22.58
rice,5.0,loamy,zaid,flood,1019.6,28.7,80.9,23.88
tomato,5.69,loamy,zaid,flood,492.6,27.1,62.7,27.06
chili,1.44,black,rabi,drip,1055.1,34.0,62.9,5.32
onion,2.74,black,kharif,sprinkler,1105.1,22.8,58.5,12.5
cauliflower,9.45,black,kharif,drip,1040.8,20.6,68.8,42.76
potato,5.22,loamy,rabi,drip,337.1,28.8,51.9,40.15
cabbage,4.06,black,rabi,sprinkler,1133.0,32.4,54.4,15.59
rice,6.38,clay,zaid,rainfed,429.3,27.8,50.3,18.97
cabbage,7.93,clay,kharif,flood,789.8,22.3,60.0,30.15
brinjal,9.98,sandy,zaid,sprinkler,532.7,30.9,86.3,28.12
onion,2.33,loamy,kharif,drip,650.4,34.1,67.1,12.7
rice,4.52,sandy,kharif,flood,1020.5,23.8,66.9,21.49
cauliflower,2.71,clay,rabi,drip,742.2,33.1,78.5,11.43
brinjal,2.08,clay,rabi,flood,1007.7,23.8,66.7,8.2
cabbage,1.85,clay,rabi,drip,934.3,33.6,67.4,8.43
brinjal,5.55,clay,zaid,sprinkler,481.1,24.3,80.6,19.92
chili,6.7,sandy,kharif,sprinkler,992.5,22.4,79.7,15.5
potato,4.14,sandy,zaid,rainfed,597.3,26.7,63.8,16.18
rice,5.77,black,zaid,drip,464.6,22.0,73.7,31.98
onion,7.88,loamy,rabi,flood,1009.7,30.6,60.2,45.2
rice,1.74,sandy,zaid,rainfed,1178.0,33.0,85.7,6.48
chili,5.68,loamy,rabi,drip,346.1,31.2,70.2,18.34
brinjal,3.15,black,kharif,sprinkler,443.0,22.9,88.9,10.72
cauliflower,6.3,black,rabi,flood,438.6,31.9,81.4,19.85
wheat,4.14,black,kharif,sprinkler,441.5,29.6,71.5,13.8
potato,2.45,black,rabi,sprinkler,563.6,25.2,79.9,19.77
wheat,9.99,loamy,zaid,drip,903.3,34.8,76.4,44.09
cauliflower,3.77,clay,zaid,rainfed,924.4,31.4,84.1,12.02
brinjal,4.25,clay,zaid,flood,909.4,27.1,89.8,16.31
cauliflower,9.08,sandy,kharif,flood,1033.0,26.9,60.1,27.88
chili,5.3,loamy,kharif,flood,772.7,34.6,86.5,10.73
cauliflower,3.93,black,zaid,rainfed,1018.6,27.9,72.9,14.86
brinjal,7.28,loamy,zaid,sprinkler,691.9,24.4,52.0,30.65
wheat,7.1,loamy,zaid,drip,992.5,23.7,52.0,32.75
brinjal,3.56,clay,rabi,drip,521.8,20.1,59.4,12.87
onion,6.21,loamy,rabi,rainfed,1010.8,23.2,52.6,25.7
chili,8.88,black,kharif,drip,875.6,21.0,60.1,28.77
tomato,7.91,sandy,kharif,drip,597.1,24.8,72.3,47.63
brinjal,8.8,sandy,rabi,flood,689.0,26.2,80.6,31.62
rice,7.61,clay,kharif,sprinkler,982.9,34.3,52.2,36.5
rice,9.62,loamy,kharif,flood,832.9,32.3,83.0,39.35
tomato,3.55,black,kharif,drip,892.9,29.3,69.8,21.81
cauliflower,4.95,sandy,rabi,rainfed,414.6,29.7,52.9,11.26
onion,3.68,loamy,zaid,rainfed,307.9,22.9,87.6,11.81
chili,4.62,loamy,kharif,flood,1135.7,28.9,75.2,14.9
cabbage,9.06,clay,kharif,rainfed,1178.8,33.5,55.1,31.04
tomato,4.99,black,zaid,rainfed,798.5,27.9,62.9,18.62
cabbage,5.08,sandy,zaid,flood,806.8,28.9,75.6,15.79
cabbage,6.96,black,rabi,rainfed,351.0,28.5,58.4,26.3
tomato,9.27,loamy,rabi,flood,675.6,34.4,51.0,44.83
cauliflower,2.94,loamy,zaid,flood,1137.4,28.9,82.0,11.1
wheat,5.23,black,rabi,drip,305.8,21.6,72.9,16.65
cauliflower,7.29,clay,kharif,rainfed,350.0,27.3,73.2,21.12
rice,3.96,black,kharif,sprinkler,1163.5,26.7,80.2,25.75
tomato,5.01,clay,kharif,drip,1150.6,23.2,53.0,34.57
potato,6.95,loamy,rabi,flood,1143.0,32.4,83.8,50.97
rice,3.11,sandy,zaid,sprinkler,957.6,32.5,78.6,14.21
onion,1.82,black,kharif,flood,303.0,23.7,78.2,6.1
chili,2.22,sandy,kharif,drip,312.6,31.6,85.0,4.78
cauliflower,5.02,black,zaid,sprinkler,1158.9,23.7,79.3,20.38
cabbage,1.18,clay,rabi,rainfed,1018.8,23.6,79.0,3.21
onion,8.89,sandy,rabi,rainfed,1028.5,34.5,69.1,32.17
chili,4.71,black,rabi,rainfed,449.2,34.7,53.8,9.11
cauliflower,6.79,clay,rabi,flood,404.6,28.3,61.5,26.62
onion,0.86,loamy,rabi,rainfed,556.6,22.9,50.4,2.82
tomato,8.93,clay,kharif,rainfed,924.4,25.9,64.9,38.88
tomato,0.74,black,zaid,drip,843.5,22.2,81.9,5.06
brinjal,2.35,sandy,zaid,drip,448.9,31.7,59.2,8.21
brinjal,8.4,sandy,rabi,rainfed,457.2,27.7,60.5,25.95
wheat,6.64,loamy,kharif,drip,464.4,31.3,63.6,29.06
brinjal,7.2,loamy,kharif,drip,504.2,31.9,75.2,36.36
chili,6.17,clay,rabi,sprinkler,725.2,30.5,67.3,14.14
cabbage,7.61,sandy,zaid,drip,1014.7,23.0,88.4,27.13
potato,7.36,loamy,zaid,flood,376.5,23.3,50.4,43.66
cabbage,3.72,loamy,zaid,drip,1037.4,22.0,56.9,16.4
cabbage,1.42,sandy,rabi,drip,616.1,32.6,52.7,6.01
cauliflower,3.27,sandy,rabi,flood,635.2,31.6,73.8,10.71
chili,2.92,sandy,zaid,sprinkler,1154.0,29.5,56.2,6.92
wheat,1.02,clay,rabi,rainfed,1159.2,21.9,77.9,3.01
wheat,8.59,loamy,zaid,drip,771.8,23.4,54.9,31.92
rice,9.68,clay,rabi,rainfed,817.5,33.3,76.0,37.4
onion,8.75,black,kharif,rainfed,562.4,21.9,84.2,30.88
onion,1.01,clay,rabi,flood,750.9,25.6,75.0,4.87
rice,5.35,loamy,rabi,rainfed,801.1,26.2,68.4,22.1
brinjal,8.26,loamy,rabi,rainfed,476.7,23.1,75.8,34.19
onion,9.99,clay,rabi,rainfed,1191.2,31.2,79.6,34.04
potato,1.27,clay,rabi,rainfed,692.3,28.3,66.2,5.94
potato,6.63,black,zaid,flood,511.0,31.0,60.3,32.52
onion,5.07,clay,zaid,sprinkler,778.3,24.5,69.8,18.94
cauliflower,6.85,loamy,zaid,rainfed,784.4,31.9,69.8,20.34
chili,9.33,black,zaid,rainfed,438.3,22.7,67.3,19.66
chili,6.39,sandy,rabi,sprinkler,782.1,20.9,53.3,14.36
onion,0.6,clay,rabi,sprinkler,732.9,26.2,54.3,3.13
tomato,2.93,clay,zaid,flood,328.8,24.5,73.4,12.36
cauliflower,2.38,clay,kharif,sprinkler,323.2,20.3,74.9,8.38
cauliflower,9.52,clay,zaid,drip,1043.2,25.3,86.2,44.65
chili,9.49,black,kharif,flood,1133.2,22.4,66.3,28.44
onion,7.57,clay,kharif,flood,1107.3,33.9,65.2,27.39
onion,7.36,clay,rabi,flood,426.4,25.8,66.5,25.89
wheat,8.99,black,rabi,rainfed,1095.4,24.8,78.2,26.64
chili,3.35,loamy,kharif,sprinkler,492.5,20.6,51.7,9.38
rice,6.34,clay,kharif,flood,1064.3,27.2,84.8,27.91
potato,8.96,sandy,kharif,flood,829.3,33.8,71.9,46.57
cauliflower,9.94,sandy,rabi,flood,382.9,23.6,85.1,26.73
cauliflower,5.46,clay,kharif,flood,474.1,33.4,51.2,18.29
cauliflower,7.21,sandy,kharif,rainfed,330.6,32.6,68.6,14.23
cauliflower,0.52,sandy,zaid,drip,674.1,30.9,82.0,2.02
cabbage,5.96,clay,zaid,sprinkler,926.1,33.9,78.5,20.69
chili,7.84,loamy,kharif,drip,451.5,31.5,80.0,22.42
rice,3.79,clay,zaid,sprinkler,839.4,34.1,56.7,18.06
cauliflower,8.22,loamy,rabi,drip,330.1,21.4,52.0,31.81
cabbage,3.04,clay,zaid,drip,1120.4,25.5,51.8,11.67
wheat,7.56,clay,zaid,drip,495.2,20.9,56.2,23.24
brinjal,4.68,loamy,kharif,flood,723.2,31.5,54.2,20.94
tomato,7.48,loamy,zaid,drip,723.5,23.2,71.5,57.94
brinjal,9.9,loamy,rabi,flood,545.3,33.1,80.7,38.67
cabbage,8.0,sandy,zaid,drip,779.1,24.4,76.2,31.09
tomato,4.52,black,zaid,drip,455.2,32.2,66.1,30.57
rice,4.0,black,kharif,flood,881.6,20.5,85.6,19.63
chili,8.59,loamy,rabi,sprinkler,998.1,24.3,63.0,28.8
cabbage,2.93,sandy,kharif,sprinkler,894.6,25.5,81.4,8.89
tomato,6.39,clay,rabi,drip,432.6,22.4,50.6,37.76
chili,4.62,loamy,zaid,rainfed,515.6,29.3,57.1,9.85
onion,2.9,loamy,kharif,rainfed,592.3,32.5,80.5,9.84
cabbage,2.48,clay,zaid,drip,737.2,21.3,83.7,10.24
cauliflower,9.43,black,rabi,sprinkler,799.1,29.0,89.1,41.13
potato,8.06,sandy,kharif,rainfed,825.4,30.1,89.6,28.09
cabbage,6.27,sandy,kharif,sprinkler,438.1,23.1,74.9,17.56
cabbage,7.94,sandy,kharif,flood,571.7,27.7,74.8,28.47
tomato,0.58,clay,rabi,sprinkler,693.7,23.8,54.8,3.59
cabbage,3.11,loamy,rabi,sprinkler,1051.4,24.4,52.3,12.23
onion,3.22,black,rabi,flood,684.4,21.5,69.7,16.04
cauliflower,8.5,clay,rabi,drip,309.3,29.5,65.8,30.91
tomato,5.8,sandy,kharif,flood,328.0,26.9,68.5,25.07
potato,8.81,clay,zaid,sprinkler,453.9,26.4,57.5,55.25
rice,3.79,loamy,zaid,sprinkler,836.1,34.6,89.3,19.1
cauliflower,5.92,sandy,zaid,sprinkler,629.4,32.4,66.0,14.7
brinjal,3.71,loamy,zaid,rainfed,525.8,28.9,58.3,11.36
rice,1.92,clay,rabi,flood,381.0,28.5,54.6,6.91
cauliflower,8.26,sandy,zaid,rainfed,985.2,23.9,59.8,24.62
cabbage,9.5,loamy,rabi,sprinkler,608.1,26.6,78.3,46.35
rice,8.6,clay,kharif,flood,528.6,24.6,83.4,32.86
cabbage,1.61,loamy,rabi,rainfed,335.0,30.9,75.8,4.93
chili,9.88,clay,kharif,rainfed,726.1,32.0,79.5,16.51
brinjal,8.46,clay,zaid,rainfed,958.1,30.0,55.2,26.96
brinjal,0.63,clay,kharif,sprinkler,916.0,20.3,78.3,2.68
potato,0.76,loamy,rabi,sprinkler,1050.6,22.1,85.5,6.4
tomato,3.47,black,rabi,sprinkler,460.4,32.9,66.1,19.31
brinjal,8.78,black,rabi,rainfed,626.8,34.3,87.9,24.42
rice,4.23,loamy,rabi,drip,303.9,24.1,73.9,28.47
cauliflower,9.7,sandy,zaid,flood,588.0,20.6,64.4,21.13
cabbage,7.43,sandy,zaid,flood,677.7,34.7,64.0,24.73
onion,8.08,black,rabi,sprinkler,689.8,33.8,68.0,44.16
wheat,3.48,clay,rabi,sprinkler,642.5,20.3,79.0,10.94
wheat,9.82,loamy,rabi,flood,620.6,29.2,62.5,43.52
cabbage,7.46,sandy,zaid,flood,542.3,26.7,85.3,25.28
brinjal,1.01,clay,kharif,sprinkler,1062.8,29.4,69.5,5.28
chili,8.02,black,rabi,sprinkler,389.5,32.3,77.0,17.21
cauliflower,7.7,loamy,zaid,flood,777.2,30.6,60.4,33.21
wheat,3.97,clay,rabi,drip,390.2,30.1,50.3,13.34
wheat,4.91,loamy,zaid,drip,1035.7,27.6,69.8,26.53
wheat,3.31,clay,kharif,rainfed,790.5,23.4,67.8,8.94
brinjal,4.44,sandy,kharif,flood,315.9,32.9,57.0,13.35
cauliflower,9.87,loamy,kharif,rainfed,390.6,26.4,62.3,36.12
tomato,3.53,black,zaid,rainfed,653.2,24.2,87.3,15.4
cauliflower,4.32,clay,rabi,rainfed,1047.0,22.3,82.9,13.35
wheat,7.4,black,kharif,drip,583.0,32.4,74.1,27.91
rice,4.33,sandy,zaid,rainfed,609.1,26.0,80.4,13.44
rice,4.45,loamy,zaid,drip,1008.3,28.2,71.9,23.59
tomato,9.99,clay,rabi,sprinkler,577.5,33.3,77.0,49.31
cabbage,9.51,clay,rabi,sprinkler,739.6,27.5,74.8,32.41
onion,4.27,clay,zaid,flood,456.7,25.7,82.2,16.95
rice,7.23,loamy,rabi,rainfed,756.5,32.1,78.5,30.61
brinjal,7.05,sandy,zaid,rainfed,1174.3,21.3,86.0,16.27
potato,6.63,clay,rabi,rainfed,792.1,31.2,63.6,33.53
cauliflower,4.89,clay,rabi,flood,571.4,29.2,51.7,13.48
tomato,8.5,sandy,zaid,flood,717.5,31.4,71.0,31.71
rice,4.43,black,zaid,drip,528.3,33.0,67.3,26.4
potato,8.94,loamy,zaid,flood,1027.5,27.8,79.0,57.45
potato,6.65,clay,zaid,sprinkler,1125.7,30.2,82.4,35.32
cauliflower,6.58,sandy,zaid,drip,897.4,26.2,51.8,25.04
brinjal,9.05,black,kharif,drip,602.5,24.4,84.9,46.87
onion,2.54,clay,kharif,sprinkler,890.6,25.8,83.5,13.37
onion,7.99,sandy,kharif,rainfed,616.3,22.5,51.3,20.9
cabbage,8.09,black,rabi,drip,626.0,23.3,87.2,33.91
onion,5.74,black,zaid,flood,546.6,21.0,52.0,17.89
cauliflower,4.78,clay,kharif,rainfed,825.4,24.2,53.1,11.36
cabbage,8.64,loamy,rabi,drip,925.0,31.5,83.4,37.47
brinjal,8.92,clay,zaid,flood,321.8,25.7,71.1,32.54
onion,4.12,sandy,kharif,sprinkler,750.8,34.3,80.5,14.81
tomato,8.23,clay,zaid,drip,642.6,28.1,85.7,50.98
cabbage,1.23,sandy,kharif,flood,325.6,33.3,79.9,4.09
onion,3.44,clay,rabi,sprinkler,855.2,28.0,58.7,14.03
chili,8.22,clay,kharif,drip,406.6,31.3,53.9,18.79
chili,8.72,loamy,kharif,rainfed,1096.6,20.7,56.7,16.14
cauliflower,5.74,sandy,zaid,sprinkler,721.3,34.8,72.3,18.7
onion,4.06,loamy,rabi,rainfed,839.1,32.8,54.7,17.1
chili,1.22,loamy,kharif,drip,925.9,23.8,62.5,3.3
potato,5.91,black,rabi,rainfed,669.4,22.9,79.8,27.48
cabbage,2.48,sandy,rabi,flood,576.1,27.1,68.0,9.17
onion,7.28,black,kharif,drip,563.4,24.8,67.5,35.45
potato,2.06,black,kharif,rainfed,305.0,20.6,59.8,8.2
wheat,7.5,black,kharif,rainfed,494.0,26.0,70.3,24.69
cabbage,7.1,clay,kharif,rainfed,400.6,28.5,59.9,19.4
potato,8.98,loamy,rabi,rainfed,1160.3,27.7,81.9,68.67
onion,8.76,black,zaid,rainfed,475.7,20.6,56.4,26.28
cauliflower,9.77,clay,kharif,drip,934.0,30.7,53.8,42.42
wheat,4.52,black,rabi,rainfed,1061.6,30.1,79.3,15.06
